Wie ist das Komplement \(A^c\) einer Menge \(A\subseteq\Omega\) definiert?,"\(A^c := \Omega \setminus A\). Achtung: Diese Notation setzt voraus, dass klar ist, auf welche Referenz-Obermenge \(\Omega\) man sich bezieht."
"Wie sind Vereinigung und Schnitt abzählbar vieler Mengen \(A_i\), \(i\in I\), definiert?",\(\bigcup_{i\in I} A_i = \{\omega\in\Omega : \exists j\in I \text{ mit } \omega\in A_j\}\) (mind. ein \(A_i\) enthält \(\omega\)). \(\bigcap_{i\in I} A_i = \{\omega\in\Omega : \omega\in A_i \ \forall i\in I\}\) (alle \(A_i\) enthalten \(\omega\)).
"Welche drei Rechenregeln für Mengen/Ereignisse kennst du (Kommutativ-, Assoziativ-, de Morgan)?","Kommutativität: \(A\cup B = B\cup A\), \(A\cap B = B\cap A\). Assoziativität: \((A\cup B)\cup C = A\cup(B\cup C)\), analog für \(\cap\). De Morgan: \((A\cup B)^c = A^c\cap B^c\) und \((A\cap B)^c = A^c\cup B^c\)."
"Wann heißen zwei Mengen \(A,B\) disjunkt?",Wenn \(A\cap B = \emptyset\) gilt.
"Wann heißt eine Familie \(A_1,A_2,\dots\) (allgemein \(A_i, i\in I\)) disjunkt?","Wenn der Gesamtschnitt aller Mengen leer ist: \(\bigcap_i A_i = \emptyset\). (Es reicht, dass es keinen gemeinsamen Punkt in ALLEN Mengen gibt — einzelne Paare können sich trotzdem überschneiden!)"
"Wann heißt eine Familie \(A_1,A_2,\dots\) paarweise disjunkt?","Wenn \(A_i \cap A_j = \emptyset\) für alle \(i\neq j\) gilt (jedes Paar einzeln betrachtet ist disjunkt). Achtung: In der Quelldefinition steht fälschlich \(\neq\emptyset\), korrekt ist aber \(=\emptyset\) für paarweise Disjunktheit."
Welche Notation verwendet man für die Vereinigung paarweise disjunkter Mengen?,"\(\dot\bigcup_i A_i\) statt \(\bigcup_i A_i\), wenn die \(A_i\) paarweise disjunkt sind. Man spricht von einer disjunkten Vereinigung."
Folgt aus paarweiser Disjunktheit die (einfache) Disjunktheit einer Mengenfamilie?,"Ja: paarweise disjunkt \(\Rightarrow\) disjunkt, denn \(\bigcap_i A_i \subseteq A_1\cap A_2 = \emptyset\)."
"Beispiel: Sind \(A=\{2,4,6\}\), \(B=\{3,6\}\), \(C=\{1\}\) beim Würfeln disjunkt?","\(A\cap B = \{6\} \neq \emptyset \Rightarrow A,B\) NICHT disjunkt. \(A\cap C = \emptyset \Rightarrow A,C\) disjunkt. Zweites Beispiel: \(A_1=\{1,3\}, A_2=\{3,5\}, A_3=\{1,5\}\) sind disjunkt (\(A_1\cap A_2\cap A_3=\emptyset\)), aber NICHT paarweise disjunkt (da z.B. \(A_1\cap A_2=\{3\}\neq\emptyset\))."
Gilt auch die Umkehrung: disjunkt \(\Rightarrow\) paarweise disjunkt?,"Nein. Disjunkt impliziert NICHT paarweise disjunkt — es gibt Gegenbeispiele (siehe \(A_k=\{k,k+1,\dots\}\): die Mengen sind disjunkt, aber keine zwei von ihnen sind paarweise disjunkt, da \(A_i\cap A_j = A_j\neq\emptyset\) für \(i<j\))."
