Was ist eine (eindimensionale) Dichte?,"Eine Funktion $f:\mathbb{R}\to[0,\infty)$, die (uneigentlich) Riemann-integrierbar ist, heißt Dichte, sofern $\int_{-\infty}^{\infty} f(x)\,dx = 1$ (Normierungsbedingung)."
Welche Vorzeichenbedingung erfüllt eine Dichte $f$?,Dichten sind nichtnegativ: $f(x) \geq 0$ für alle $x \in \mathbb{R}$.
"Welche hinreichenden Kriterien für Riemann-Integrierbarkeit von $f$ auf $[a,b]$ kennst du?","$\int_a^b f(x)\,dx$ existiert für $-\infty<a<b<\infty$, wenn $f$ monoton ODER stetig ist, oder wenn $f$ stückweise stetig ODER stückweise monoton ist."
Wann ist eine nichtnegative Funktion $f\geq 0$ uneigentlich Riemann-integrierbar über $\mathbb{R}$?,"Genau dann, wenn $\lim_{N\to\infty}\int_{-N}^N f(x)\,dx < \infty$ existiert (und $\int_a^b f(x)\,dx$ für jede Wahl $-\infty<a<b<\infty$ existiert). In diesem Fall gilt $\int_{-\infty}^{\infty}f(x)\,dx = \lim_{N\to\infty}\int_{-N}^N f(x)\,dx$."
Wie zerlegt man die uneigentliche Riemann-Integrierbarkeit von $f$ über $\mathbb{R}$?,"$f$ ist uneigentlich Riemann-integrierbar über $\mathbb{R}$ genau dann, wenn sowohl $(-\infty,0]$ als auch $[0,\infty)$ uneigentlich Riemann-integrierbar sind. Für $[0,\infty)$: $f$ integrierbar über jedes $[0,b]$ und $\lim_{b\to\infty}\int_0^b f(x)\,dx$ existiert; man schreibt dann $\int_0^\infty f(x)\,dx := \lim_{b\to\infty}\int_0^b f(x)\,dx$. Analog für $(-\infty,0]$ mit $\lim_{a\to-\infty}\int_a^0 f(x)\,dx$."
"Wie definiert man $P$ auf Intervallen, wenn eine Dichte $f\geq 0$ gegeben ist?","$P([a,b]) := \int_a^b f(x)\,dx$ für $-\infty<a<b<\infty$; $P([-\infty,b]):=\int_{-\infty}^b f(x)\,dx$; $P([a,\infty]):=\int_a^\infty f(x)\,dx$. Für abzählbare, aufsteigend geordnete disjunkte Intervalle $[a_i,b_i]$, $i\in I\subseteq\mathbb{N}$: $P\left(\bigcup_{i\in I}[a_i,b_i]\right) := \sum_{i\in I}\int_{a_i}^{b_i} f(x)\,dx$."
Welche Mengen können bei einem Wahrscheinlichkeitsraum mit Dichte überhaupt eine Wahrscheinlichkeit bekommen?,"Nur Mengen, die als maximal abzählbar unendliche Vereinigung oder Schnitt von Intervallen darstellbar sind (auch wiederholt kombiniert). Es gibt zwar pathologische Mengen ohne zugeordnete Wahrscheinlichkeit, diese sind aber schwer zu konstruieren und für die Praxis irrelevant."
"Wie modelliert man ein Zufallsexperiment, bei dem nur Werte aus einer Teilmenge $I\subseteq\mathbb{R}$ angenommen werden können?","Man wählt eine Dichte $f$, die außerhalb von $I$ Null ist, also $f(x)=0$ für alle $x \notin I$."
"Welche Wahrscheinlichkeit hat eine einelementige Menge $\{a\}$, wenn $P$ durch eine Dichte gegeben ist?","$P(\{a\}) = 0$ für alle $a \in \mathbb{R}$. (Dichte-Modelle weisen einzelnen Punkten also stets Wahrscheinlichkeit 0 zu, im Gegensatz zu diskreten Modellen.)"
"Sind Dichten, die zu einem gegebenen Wahrscheinlichkeitsmaß gehören, eindeutig bestimmt?","Nein. Unterscheiden sich zwei Dichten $f$ und $g$ nur auf einer höchstens abzählbaren Menge $M$ (d.h. $g(x)=f(x)$ für alle $x \notin M$), so definieren sie dasselbe Wahrscheinlichkeitsmaß $P$."
"Spielt es bei einer Dichte eine Rolle, ob ein Intervall offen, halboffen oder abgeschlossen ist?","Nein. Für $-\infty<a<b<\infty$ gilt $P([a,b]) = P((a,b]) = P([a,b)) = P((a,b))$, da einzelne Randpunkte jeweils Wahrscheinlichkeit 0 haben."
In welchen 4 Schritten berechnet man Integrale mit stückweise gegebener Dichte?,"(1) Integral über das gewünschte Intervall aufschreiben (Normierung oder $P([a,b])$). (2) Grenzen anpassen, sodass nicht mehr über Bereiche integriert wird, auf denen $f=0$ gilt. (3) Konkrete Form von $f$ einsetzen. (4) Integral ausrechnen. Beispiel: $P([50,70]) = \int_{50}^{70}f(x)dx = \int_{50}^{60}f(x)dx = \int_{50}^{60}\frac{1}{60}dx = \frac{1}{6}$."
"Wie geht man vor, wenn die Dichte $f$ durch mehr als zwei Fälle definiert ist?",Das Integral muss vor dem Einsetzen der konkreten Form von $f$ entsprechend aufgespalten werden: $\int_a^d f(x)dx = \int_a^b f(x)dx + \int_b^c f(x)dx + \int_c^d f(x)dx$ für $a<b<c<d$.
"Was ist die uniforme Verteilung auf einem Intervall $I=[a,b]$ (Kontinuumsäquivalent zur Gleichverteilung)?","Gegeben durch die Dichte $f(x) = \frac{1}{|I|}=\frac{1}{b-a}$ für $x\in I$, sonst $0$, wobei $|I|$ die Intervalllänge ist. Voraussetzung: $I$ beschränkt, $-\infty<a<b<\infty$."
Warum kann es keine uniforme Verteilung auf einem unbeschränkten Intervall geben?,"Der Dichtewert $\frac{1}{b-a}$ ergibt sich aus der Normierungsbedingung $\int f(x)dx=1$. Bei unbeschränktem Intervall würde dies (analog zum Beweis, dass es keine Gleichverteilung auf unendlichen Mengen gibt) zu einem Widerspruch führen — daher ist eine uniforme Verteilung nur auf beschränkten Intervallen definierbar."
Wie verallgemeinert man die uniforme Verteilung von Intervallen auf beliebige Mengen $M\subseteq\mathbb{R}$?,"Sei $M\subseteq\mathbb{R}$ eine Menge mit Inhalt $|M|=\lambda(M)<\infty$. Die uniforme Verteilung auf $M$ ist gegeben durch $f(x)=\frac{1}{|M|}$ für $x\in M$, sonst $0$."
Wie berechnet man bei uniformer Verteilung auf $M$ die Wahrscheinlichkeit eines beliebigen Ereignisses $A$?,"$P(A) = \frac{|A\cap M|}{|M|}$ für alle $A\subseteq\mathbb{R}$, für die der Inhalt $|A|$ definiert ist. Dies ist das kontinuierliche Analogon zur Gleichverteilung auf einer endlichen Menge ($P(A)=\frac{\#A}{\#\Omega}$)."
Wie lautet die Dichte der Exponentialverteilung mit Parameter $\alpha>0$?,$f(x) = \begin{cases} 0 & x<0 \\ \alpha e^{-\alpha x} & x\geq 0 \end{cases}$. Die Exponentialverteilung wird häufig zur Modellierung von Wartezeiten verwendet.
"Wie zeigt man, dass die Exponentialverteilung eine gültige Dichte ist?","(1) $f\geq 0$ nach Definition. (2) $f$ ist stückweise stetig, also Riemann-integrierbar. (3) Normierung: $\int_{-\infty}^{\infty}f(x)dx = \int_0^{\infty}\alpha e^{-\alpha x}dx = \lim_{N\to\infty}[-e^{-\alpha x}]_0^N = \lim_{N\to\infty}(1-e^{-\alpha N}) = 1-0 = 1$."
